INSTNM,CITY,INSTURL,st_fips,LATITUDE,LONGITUDE,MENONLY,WOMENONLY,RELAFFIL,ADM_RATE
Vatterott College-Kansas City,Kansas City,www.vatterott.edu,29,39.0544,-94.475,0,0,NULL,NULL
Coconino Community College,Flagstaff,www.coconino.edu/Pages/default.aspx,4,35.1713,-111.6456,0,0,NULL,NULL
Sanford-Brown College-Houston,Houston,www.sanfordbrown.edu/houston,48,29.7287,-95.5488,0,0,NULL,NULL
Sanford-Brown Institute-Jacksonville,Jacksonville,www.sbjacksonville.com,12,30.1824,-81.5479,0,0,NULL,NULL
Sanford-Brown College-Dallas,Dallas,www.sanfordbrown.edu/Dallas,48,32.8198,-96.8672,0,0,NULL,NULL
Baker College of Cadillac,Cadillac,www.baker.edu,26,44.268,-85.38,0,0,NULL,NULL
Emma's Beauty Academy-Juana Diaz,Juana Diaz,www.ebajuanadiaz.com,72,18.0389,-66.5089,0,0,NULL,NULL
Franklin Academy,Cleveland,www.franklinacademy.edu,47,35.2021,-84.8562,0,0,NULL,NULL
Columbia Centro Universitario-Yauco,Yauco,columbiaco.edu,72,18.0363,-66.8493,0,0,NULL,NULL
Pima Medical Institute-Denver,Denver,pmi.edu,8,39.8304,-105.0019,0,0,NULL,NULL
Fortis College-Miami,Miami,www.fortis.edu,12,25.7699,-80.324,0,0,NULL,NULL
ASA College,Brooklyn,www.asa.edu,36,40.6924,-73.986,0,0,NULL,NULL
Ohio State School of Cosmetology-Westerville,Westerville,salonschools.com,39,40.0949,-82.9238,0,0,NULL,NULL
Nationwide Beauty Academy,Columbus,salonschools.com,39,39.985,-83.1475,0,0,NULL,NULL
Yeshivas Novominsk,Brooklyn,NULL,36,40.6236,-73.9899,1,0,NULL,1
Southern Careers Institute-Corpus Christi,Corpus Christi,www.scitexas.edu,48,27.685,-97.3631,0,0,NULL,NULL
Kiamichi Technology Center-Stigler,Stigler,www.ktc.edu,40,35.2484,-95.1082,0,0,NULL,NULL
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NULL,36,40.7042,-73.9565,1,0,80,1
Carroll Community College,Westminster,www.carrollcc.edu,24,39.5318,-76.9911,0,0,NULL,NULL
University of Phoenix-Southern Arizona Campus,Tucson,www.phoenix.edu,4,32.2178,-110.8758,0,0,NULL,NULL
University of Phoenix-Colorado Campus,Lone Tree,www.phoenix.edu,8,39.5516,-104.8734,0,0,NULL,NULL
University of Phoenix-Albuquerque Campus,Albuquerque,www.phoenix.edu,35,35.1971,-106.5852,0,0,NULL,NULL
University of Phoenix-Bay Area Campus,San Jose,www.phoenix.edu,6,37.4085,-121.9442,0,0,NULL,NULL
University of Phoenix-Southern California Campus,Costa Mesa,www.phoenix.edu,6,33.6858,-117.885,0,0,NULL,NULL
Galen College of Nursing-Tampa Bay,Saint Petersburg,www.galencollege.edu/tampabay,12,27.8587,-82.6402,0,0,NULL,0.5667
Galen College of Nursing-San Antonio,San Antonio,www.galencollege.edu/sanantonio/,48,29.5077,-98.5857,0,0,NULL,0.645
Southeastern Beauty School-Columbus North Lumpkin,Columbus,www.sebs.edu,13,32.4855,-84.9358,0,0,NULL,NULL
Sarasota School of Massage Therapy,Sarasota,www.sarasotaschoolofmassagetherapy.edu,12,27.3897,-82.4867,0,0,NULL,NULL
Westwood College-Dupage,Woodridge,www.westwood.edu,17,41.7559,-88.0439,0,0,NULL,NULL
Wright Career College,Overland Park,www.wrightcc.edu,20,38.9311,-94.6344,0,0,NULL,NULL
Daymar College-Louisville,Louisville,www.daymarcollege.edu,21,38.1562,-85.6843,0,0,NULL,NULL
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,www.gstboces.org,36,42.1922,-77.1362,0,0,NULL,0.4676
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,Norwich,www.dcmoboces.com,36,42.5855,-75.5219,0,0,NULL,0.5769
DCI Career Institute,Monaca,www.dci.edu,42,40.6743,-80.314,0,0,NULL,NULL
Central Susquehanna Intermediate Unit LPN Career,Lewisburg,www.csiu.org/lpn,42,40.9631,-76.8985,0,0,NULL,0.6081
Myotherapy College of Utah,Salt Lake City,www.myotherapycollege.com,49,40.7217,-111.9014,0,0,NULL,NULL
Graham Webb International Academy of Hair,Arlington,www.grahamwebbacademy.edu,51,38.8951,-77.0693,0,0,NULL,NULL
City College-Gainesville,Gainesville,www.citycollege.edu,12,29.656,-82.4168,0,0,NULL,NULL
Arizona State University-West,Glendale,www.asu.edu/,4,NULL,NULL,0,0,NULL,0.759
Connecticut Center for Massage Therapy-Westport,Westport,www.ccmt.edu,9,41.1335,-73.3678,0,0,NULL,NULL
ITT Technical Institute-Jacksonville,Jacksonville,www.itt-tech.edu,12,30.1992,-81.7491,0,0,NULL,0.8097
G Skin & Beauty Institute,Oakbrook,www.gbeautyinstitutes.com,17,41.8516,-87.9483,0,0,NULL,NULL
Cosmetology Training Center,Lafayette,cosmetlafayettela.com,22,30.2091,-92.0381,0,0,NULL,NULL
Stage One-The Hair School,Lake Charles,www.stageoneinc.com,22,30.1961,-93.2215,0,0,NULL,NULL
Empire Beauty School-Malden,Malden,www.empire.edu,25,42.4274,-71.0766,0,0,NULL,NULL
Minnesota School of Business-Brooklyn Center,Brooklyn Center,www.msbcollege.edu,27,45.0627,-93.3118,0,0,NULL,NULL
ITT Technical Institute-Omaha,Omaha,www.itt-tech.edu,31,41.2115,-96.0669,0,0,NULL,0.8676
Omaha School of Massage and Healthcare of Herzing University,Omaha,www.osmt.com,31,41.2059,-96.0632,0,0,NULL,0.6714
Xenon International Academy-Omaha,Omaha,xenonacademy.net,31,41.2013,-96.0441,0,0,NULL,NULL
Capri Institute of Hair Design-Brick,Brick,www.capriinstitute.com,34,40.0392,-74.1432,0,0,NULL,NULL
Capri Institute of Hair Design-Kenilworth,Kenilworth,www.capriinstitute.com,34,40.6895,-74.294,0,0,NULL,NULL
Capri Institute of Hair Design-Paramus,Paramus,www.capriinstitute.com,34,40.9629,-74.0713,0,0,NULL,NULL
Orlo School of Hair Design and Cosmetology,Albany,www.theorloschool.com,36,42.6738,-73.7843,0,0,NULL,NULL
Delaware Area Career Center,Delaware,www.delawareareacc.org,39,40.2318,-83.0391,0,0,NULL,NULL
Eastland-Fairfield Career and Technical Schools,Groveport,www.eastlandfairfield.com,39,39.8867,-82.8843,0,0,NULL,NULL
Empire Beauty School-Cincinnati,Cincinnati,www.empire.edu,39,39.2203,-84.5844,0,0,NULL,NULL
Mahoning County Career and Technical Center,Canfield,www.mahoningctc.com,39,41.0327,-80.7877,0,0,NULL,NULL
Ohio Hi Point Joint Vocational School District,Bellefontaine,www.ohiohipoint.com,39,40.371,-83.7183,0,0,NULL,NULL
Pickaway Ross Joint Vocational School District,Chillicothe,www.pickawayross.com,39,39.44,-82.9613,0,0,NULL,NULL
Pioneer Career and Technology Center,Shelby,www.go2pioneer.com,39,40.9019,-82.6668,0,0,NULL,NULL
Raphael's School of Beauty Culture Inc-Boardman,Boardman,www.raphaelsbeautyschool.com,39,41.0245,-80.6798,0,0,NULL,NULL
Scioto County Career Technical Center,Lucasville,www.sciototech.org/adult/,39,38.8547,-82.9795,0,0,NULL,NULL
Trumbull Career & Technical Center,Warren,www.tctchome.com,39,41.2806,-80.8248,0,0,NULL,NULL
Northwest Technology Center-Fairview,Fairview,www.nwtech.edu,40,36.262,-98.4967,0,0,NULL,NULL
Lake Erie College of Osteopathic Medicine,Erie,www.lecom.edu,42,42.0807,-80.106,0,0,NULL,NULL
University of Cosmetology Arts & Sciences-Harlingen,Harlingen,www.ucastx.com,48,26.2011,-97.684,0,0,NULL,NULL
Gene Juarez Academy of Beauty-Federal Way,Federal Way,www.genejuarezacademy.com,53,47.3203,-122.3051,0,0,NULL,NULL
Empire Beauty School-Appleton,Appleton,www.empire.edu,55,44.2662,-88.4614,0,0,NULL,NULL
Empire Beauty School-Green Bay,Green Bay,www.empire.edu,55,44.5235,-88.0979,0,0,NULL,NULL
Warren County Career Center,Lebanon,www.mywccc.org,39,39.4888,-84.203,0,0,NULL,NULL
Brown Mackie College-Fort Wayne,Fort Wayne,www.brownmackie.edu,18,41.1091,-85.102,0,0,NULL,NULL
Paul Mitchell the School-Wichita,Wichita,pmtswichita.com,20,37.6488,-97.3546,0,0,NULL,NULL
Pinnacle Institute of Cosmetology,Mooresville,pinnacleinstitute.edu,37,35.5969,-80.8164,0,0,NULL,NULL
Career Training Academy-Monroeville,Monroeville,www.careerta.edu,42,40.4425,-79.7761,0,0,NULL,NULL
Southern Careers Institute-Pharr,Pharr,www.scitexas.edu,48,26.2112,-98.201,0,0,NULL,NULL
Texas State Technical College-Marshall,Marshall,www.marshall.tstc.edu,48,32.5185,-94.3499,0,0,NULL,NULL
Florida National University-Main Campus,Hialeah,www.fnu.edu,12,25.8618,-80.3224,0,0,NULL,NULL
Georgia Institute of Cosmetology,Athens,GIC.edu,13,33.939,-83.4557,0,0,NULL,NULL
Nouvelle Institute,Miami,nouvelleinstitute.com/,12,25.7792,-80.2494,0,0,NULL,NULL
ITT Technical Institute-Fort Lauderdale,Fort Lauderdale,www.itt-tech.edu,12,26.0789,-80.2523,0,0,NULL,0.7692
Franklin Technology-MSSU,Joplin,www.franklintechjoplin.com,29,37.097,-94.4596,0,0,NULL,NULL
Carson City Beauty Academy,Carson City,www.carsoncitybeautyacademy.info/,32,39.1844,-119.7686,0,0,NULL,NULL
Professional Technical Institution Inc,Bayamon,www.ptipr.edu,72,18.379,-66.1739,0,0,NULL,NULL
Erikson Institute,Chicago,www.erikson.edu,17,41.8903,-87.6322,0,0,NULL,NULL
South Texas College,McAllen,www.southtexascollege.edu,48,26.2176,-98.2536,0,0,NULL,NULL
Pike County Joint Vocational School District,Piketon,www.pikectc.org,39,39.054,-83.0071,0,0,NULL,NULL
Lorain County Joint Vocational School District,Oberlin,www.lcjvs.com/adult/,39,41.2622,-82.2139,0,0,NULL,NULL
Roger Williams University School of Law,Bristol,law.rwu.edu/,44,41.651,-71.262,0,0,NULL,NULL
Everest Institute-Kendall,Miami,www.everest.edu/campus/kendall,12,25.6828,-80.417,0,0,NULL,NULL
California State University-Monterey Bay,Seaside,www.csumb.edu,6,36.6537,-121.7992,0,0,NULL,0.444
Sanford-Brown College-St Peters,Saint Peters,www.sanfordbrown.edu/St-Peters,29,38.8016,-90.6601,0,0,NULL,NULL
Colorado Technical University-Kansas City,North Kansas City,www.coloradotech.edu/Kansas-City,29,39.1419,-94.5737,0,0,NULL,NULL
Heald College-Salinas,Salinas,www.heald.edu,6,36.7068,-121.6528,0,0,NULL,NULL
Heritage College-Oklahoma City,Oklahoma City,heritage-education.com,40,35.396,-97.4943,0,0,NULL,NULL
Ann Arbor Institute of Massage Therapy,Ann Arbor,www.aaimt.edu,26,42.2826,-83.8022,0,0,NULL,NULL
Brown Mackie College-Atlanta,Atlanta,www.brownmackie.edu,13,33.9375,-84.3548,0,0,NULL,NULL
Bryant & Stratton College-Henrietta,Rochester,www.bryantstratton.edu,36,43.0859,-77.5996,0,0,NULL,NULL
The Art Institute of California-Argosy University Hollywood,North Hollywood,www.aicdc.artinstitutes.edu,6,34.0613,-118.2991,0,0,NULL,NULL
Sage College,Moreno Valley,sagecollege.edu,6,33.9463,-117.2814,0,0,NULL,NULL
Anthem College-Denver,Aurora,www.anthem.edu,8,39.7212,-104.8231,0,0,NULL,NULL
Lincoln Technical Institute-Hartford,Hartford,www.lincolnedu.com,9,41.7666,-72.6942,0,0,NULL,NULL
Ohio Center for Broadcasting-Valley View,Valley View,www.beonair.com,39,41.3929,-81.6163,0,0,NULL,NULL
EINE Inc,Tewksbury,electrologyinstitute.com,25,42.598,-71.2204,0,0,NULL,NULL
Laurus Technical Institute,Decatur,www.laurus.edu,13,33.7765,-84.2945,0,0,NULL,NULL
Illinois School of Health Careers-Chicago Campus,Chicago,www.ishc.edu,17,41.8791,-87.6281,0,0,NULL,NULL
Marian Health Careers Center-Los Angeles Campus,Los Angeles,www.mariancollege.edu,6,34.0621,-118.2951,0,0,NULL,NULL
Cleveland Clinic Health System-School of Diagnostic Imaging,Euclid,www.clevelandclinic.org/sodi,39,41.5963,-81.5492,0,0,NULL,NULL
National Institute of Massotherapy,Akron,www.nim.edu,39,41.0856,-81.5974,0,0,NULL,NULL
Academy for Nursing and Health Occupations,West Palm Beach,www.ANHO.edu,12,26.7065,-80.1215,0,0,NULL,NULL
Shawsheen Valley Regional Vocational Technical School,Billerica,www.shawsheen.tec.ma.us,25,42.5467,-71.2179,0,0,NULL,1
Shear Ego International School of Hair Design,Rochester,www.shearegoschool.com/,36,43.2108,-77.6027,0,0,NULL,NULL
Remington College-Memphis Campus,Memphis,www.remingtoncollege.edu/memphis-tennessee-career-colleges-overview,47,35.0714,-89.9899,0,0,NULL,0.6973
Fayette Institute of Technology,Oak Hill,fayettetech.net,54,37.9888,-81.1468,0,0,NULL,NULL
Professional Beauty School,Yakima,professionalbeautyschool.com,53,46.6046,-120.5373,0,0,NULL,NULL
Capella University,Minneapolis,www.capella.edu,27,44.9762,-93.2687,0,0,NULL,NULL
College of Menominee Nation,Keshena,www.menominee.edu,55,44.8589,-88.627,0,0,NULL,NULL
Leech Lake Tribal College,Cass Lake,www.lltc.edu,27,47.3963,-94.6532,0,0,NULL,NULL
Anthem College-Sacramento,Sacramento,www.anthem.edu,6,38.5613,-121.3342,0,0,NULL,NULL
Southwest Acupuncture College-Albuquerque,Albuquerque,www.acupuncturecollege.edu,35,35.1458,-106.5581,0,0,NULL,NULL
Crimson Technical College,Inglewood,www.crimsontech.edu/index.html,6,33.956,-118.3777,0,0,NULL,NULL
Stone Academy-Waterbury,Waterbury,www.stoneacademy.com,9,41.5451,-72.9803,0,0,NULL,NULL
East San Gabriel Valley Regional Occupational Program,West Covina,www.esgvrop.org,6,34.0771,-117.9371,0,0,NULL,NULL
Yukon Beauty College Inc,Yukon,www.yukonbeautycollege.com,40,35.5076,-97.745,0,0,NULL,NULL
ITT Technical Institute-Little Rock,Little Rock,www.itt-tech.edu,5,34.7113,-92.3444,0,0,NULL,0.9873
ITT Technical Institute-Oxnard,Oxnard,www.itt-tech.edu,6,34.221,-119.146,0,0,NULL,0.9406
ITT Technical Institute-Louisville,Louisville,www.itt-tech.edu,21,38.2631,-85.5749,0,0,NULL,0.7266
ITT Technical Institute-Greenville,Greenville,www.itt-tech.edu,45,34.8359,-82.2969,0,0,NULL,0.8984
ITT Technical Institute-Cordova,Cordova,www.itt-tech.edu,47,35.1806,-89.8215,0,0,NULL,0.9757
Toni & Guy Hairdressing Academy-Atlanta,Marietta,toniguy.com,13,33.9508,-84.5146,0,0,NULL,NULL
Mitchell's Hair Styling Academy-Raleigh,Raleigh,www.mitchells.edu,37,35.7647,-78.7424,0,0,NULL,NULL
Salon Academy,Coldwater,salonacademymi.net,26,41.955,-84.9995,0,0,NULL,NULL
Artistic Academy of Hair Design,Morris Plains,www.artisticacademy.com,34,40.8556,-74.4864,0,0,NULL,NULL
Motoring Technical Training Institute,Seekonk,www.mtti.edu,25,41.7922,-71.3247,0,0,NULL,NULL
Baker College of Jackson,Jackson,www.baker.edu,26,42.2782,-84.4512,0,0,NULL,NULL
Phagans Newport Academy of Cosmetology Careers,Newport,www.phagans-schools.com,41,44.636,-124.0513,0,0,NULL,NULL
Mech-Tech College,Caguas,mechtechcollege.com,72,18.2371,-66.0533,0,0,NULL,NULL
Baldwin Beauty School-North Austin,Austin,baldwinbeautyschools.com,48,30.3657,-97.7292,0,0,NULL,NULL
ITT Technical Institute-Everett,Everett,www.itt-tech.edu,53,47.9299,-122.2587,0,0,NULL,0.9444
Jean Madeline Aveda Institute,Philadelphia,jeanmadeline.com,42,39.9407,-75.148,0,0,NULL,NULL
Cosmetology Schools Inc,Stillwater,www.stillwaterbeautyacademy.com,40,36.1331,-97.0402,0,0,NULL,NULL
ITT Technical Institute-Bessemer,Bessemer,www.itt-tech.edu,1,33.3393,-86.9156,0,0,NULL,0.7506
ITT Technical Institute-Orland Park,Orland Park,www.itt-tech.edu,17,41.5534,-87.8998,0,0,NULL,0.5851
Pacific College of Oriental Medicine-New York,New York,WWW.PACIFICCOLLEGE.EDU,36,40.7398,-73.99,0,0,NULL,NULL
Baker College Center for Graduate Studies,Flint,www.baker.edu,26,42.9748,-83.6945,0,0,NULL,NULL
Johnson & Wales University-North Miami,North Miami,www.jwu.edu,12,25.8943,-80.1648,0,0,NULL,0.6496
ITT Technical Institute-Pittsburgh,Pittsburgh,www.itt-tech.edu,42,40.4258,-80.0414,0,0,NULL,0.8571
Tricoci University of Beauty Culture-Indianapolis,Indianapolis,www.tricociuniversity.com,18,39.9287,-86.0311,0,0,NULL,NULL
Trine University-Regional/Non-Traditional Campuses,Fort Wayne,www.trine.edu,18,41.1768,-85.1084,0,0,NULL,0.303
Pennsylvania Highlands Community College,Johnstown,www.pennhighlands.edu,42,40.2641,-78.8372,0,0,NULL,NULL
Nevada Career Institute,Las Vegas,www.nevadacareerinstitute.com,32,36.2179,-115.2073,0,0,NULL,1
Phillips Theological Seminary,Tulsa,www.ptstulsa.edu/Home.aspx,40,36.168,-95.8681,0,0,61,NULL
Empire Beauty School-Hanover,Hanover,www.empire.edu,42,39.817,-76.995,0,0,NULL,NULL
Industrial Management Training Institute,Waterbury,IMTI.edu,9,41.5496,-73.0359,0,0,NULL,NULL
Faris Technical Institute Inc,Nederland,www.faristechnicalinstitute.com,48,29.9822,-93.9975,0,0,NULL,NULL
Four-D College,Colton,www.4dcollege.edu,6,34.0473,-117.3117,0,0,NULL,NULL
Allen School-Jamaica,Jamaica,www.allenschool.edu,36,40.7047,-73.7963,0,0,NULL,NULL
Premiere Career College,Irwindale,www.premierecollege.edu,6,34.0801,-117.9906,0,0,NULL,NULL
Tennessee Academy of Cosmetology-Stage Road,Memphis,TennesseeAcademy.com,47,35.2041,-89.8289,0,0,NULL,NULL
The University of Texas MD Anderson Cancer Center,Houston,www.mdanderson.org,48,29.7054,-95.4008,0,0,NULL,NULL
University of Phoenix-Las Vegas Campus,Las Vegas,www.phoenix.edu,32,36.1792,-115.2557,0,0,NULL,NULL
Carousel Beauty College-Springfield,Springfield,www.carouselbeauty.com,39,39.9456,-83.85,0,0,NULL,NULL
Carousel Beauty College-Kettering,Kettering,www.CarouselBeauty.com,39,39.7011,-84.1227,0,0,NULL,NULL
Paul Mitchell the School-Huntsville,Madison,www.pmtshuntsville.com,1,34.6808,-86.7518,0,0,NULL,NULL
Estes Institute of Cosmetology Arts and Science,Visalia,www.estescosmetology.com,6,36.3297,-119.2895,0,0,NULL,NULL
Baldwin Park Adult & Community Education,Baldwin Park,www.bpace.k12.ca.us,6,34.0967,-117.9595,0,0,NULL,NULL
Ventura Adult and Continuing Education,Ventura,www.AdultEdVentura.edu,6,34.2565,-119.2192,0,0,NULL,NULL
Marinello Schools of Beauty-Sacramento,Sacramento,www.marinello.com,6,38.6671,-121.3362,0,0,NULL,NULL
Albert I Prince Technical High School,Hartford,www.cttech.org/prince/,9,41.7401,-72.7068,0,0,NULL,NULL
Bullard-Havens Technical High School,Bridgeport,www.cttech.org/bullard-havens/index.htm,9,41.1991,-73.1642,0,0,NULL,NULL
Howell Cheney Technical High School,Manchester,www.cttech.org/cheney,9,41.7817,-72.5616,0,0,NULL,NULL
W F Kaynor Technical High School,Waterbury,cttech.org/kaynor,9,41.5756,-73.0661,0,0,NULL,0.7222
Platt Technical High School,Milford,www.cttech.org/platt,9,41.2497,-73.0464,0,0,NULL,NULL
College of Business and Technology-Kendall,Miami,www.cbt.edu,12,25.6782,-80.4558,0,0,NULL,NULL
City College-Altamonte Springs,Altamonte Springs,www.citycollege.edu,12,28.6635,-81.4026,0,0,NULL,NULL
Augusta Area Dietetic Internship-University Hospital,Augusta,www.universityhealth.org,13,33.4724,-81.982,0,0,NULL,NULL
Empire Beauty School-Dunwoody,Dunwoody,www.empire.edu,13,33.9334,-84.3357,0,0,NULL,NULL
Cobb Beauty College Inc,Kennesaw,www.cobbbeautycollege.edu,13,34.0287,-84.6094,0,0,NULL,NULL
Career Center of Southern Illinois,Red Bud,www.gotoccsi.org,17,38.2897,-89.9488,0,0,NULL,0.8571
Xenon International Academy-Wichita,Wichita,www.xenonacademy.com,20,37.6844,-97.3874,0,0,NULL,NULL
Camelot College,Baton Rouge,www.camelotcollege.com,22,30.4735,-91.1154,0,0,NULL,NULL
Mr Bernard's School of Hair Fashion Inc,Lewiston,www.bernardschoolofhair.com,23,44.0889,-70.2106,0,0,NULL,NULL
Hastings Beauty School,Hastings,hastingsbeautyschool.com,27,44.7444,-92.8504,0,0,NULL,NULL
Kirksville Area Technical Center,Kirksville,www.kirksville.k12.mo.us/tech_center/index.html,29,40.1857,-92.566,0,0,NULL,0.3077
South Central Career Center,West Plains,www.scccwp.org,29,36.7341,-91.8443,0,0,NULL,NULL
Saline County Career Center,Marshall,www.marshallschools.com/sccc,29,39.115,-93.2111,0,0,NULL,NULL
Warrensburg Area Career Center,Warrensburg,warrensburgr6.org/wacc,29,38.761,-93.7098,0,0,NULL,NULL
Nevada Regional Technical Center,Nevada,www.nevada.k12.mo.us,29,37.861,-94.3631,0,0,NULL,NULL
Cass Career Center,Harrisonville,harrisonvilleschools.org,29,38.658,-94.3357,0,0,NULL,0.1364
Applied Technology Services,Sunset Hills,www.appliedtech-stl.com,29,38.7789,-90.2939,0,0,NULL,0.25
Central College of Cosmetology,Saint Robert,centralandsalemcolleges.com,29,37.8149,-92.144,0,0,NULL,NULL
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,www.southeastmissourihospitalcollege.edu,29,37.3116,-89.5401,0,0,NULL,1
Dallas County Technical Center,Louisburg,www.dallasr1.k12.mo.us/,29,37.7554,-93.1409,0,0,NULL,NULL
Messenger College,Euless,www.messengercollege.edu,48,37.034,-94.5115,0,0,79,0.7619
Tennessee Academy of Cosmetology-Shelby Drive,Memphis,TennesseeAcademy.com,47,35.021,-89.8287,0,0,NULL,NULL
Cheveux School of Hair Design,Jacksonville,cheveux.edu,37,NULL,NULL,0,0,NULL,NULL
Durham Beauty Academy,Durham,www.durhambeautyacademy.edu,37,35.9626,-78.979,0,0,NULL,NULL
Union County Vocational Technical School,Scotch Plains,www.ucvts.tec.nj.us/domain/11,34,40.6165,-74.3582,0,0,NULL,NULL
Prism Career Institute-Philadelphia,Philadelphia,PrismCareerInstitute.com,42,40.0578,-75.0464,0,0,NULL,0.6235
Clinton Essex Warren Washington BOCES-Practical Nursing Program,Plattsburgh,www.cves.org,36,44.7001,-73.4699,0,0,NULL,0.1826
Jefferson Lewis BOCES-Practical Nursing Program,Watertown,www.boces.com,36,43.9702,-75.9713,0,0,NULL,0.7222
Veeb Nassau County School of Practical Nursing,Uniondale,veeb.org,36,40.6976,-73.5859,0,0,NULL,NULL
Syracuse City Schools Practical Nursing Program,Syracuse,www.syracusecityschools.com/?q=about/curriculum/AdultEducation,36,43.048,-76.1443,0,0,NULL,0.75
Cattaraugus Allegany BOCES-Practical Nursing Program,Olean,www.caboces.org,36,42.0932,-78.4054,0,0,NULL,NULL
Orange Ulster BOCES-Practical Nursing Program,Middletown,www.ouboces.org,36,41.3856,-74.354,0,0,NULL,1
Wayne Finger Lakes BOCES-Practical Nursing Program,Newark,www.wflbocesadulted.org,36,43.0413,-77.0833,0,0,NULL,0.4677
Broome Delaware Tioga BOCES-Practical Nursing Program,Binghamton,www.btboces.org/,36,42.1296,-75.9347,0,0,NULL,0.3261
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,Saratoga Springs,www.wswheboces.org/,36,43.0817,-73.7551,0,0,NULL,1
Albany BOCES-Adult Practical Nursing Program,Albany,www.bocescareertech.org,36,42.7431,-73.8369,0,0,NULL,NULL
Ulster County BOCES-Practical Nursing Program,Port Ewen,www.ulsterboces.org,36,41.9059,-73.9764,0,0,NULL,0.8625
Eastern Suffolk BOCES-Practical Nursing Program,Patchogue,www.esboces.org,36,40.7805,-73.0083,0,0,NULL,0.8581
